model,type_experiment,n_trainable_params,cl_technique,hyperparams,experiment_name,time,dataset_currently_testing,dataset_currently_training,dataset_wrt_training_datasets,target_epochs,best_epochs,learning_rate,batch_size,current_num_samples_training,cumulative_samples_trained,f1_score,precision_score,recall_score,accuracy,HATE_f1_score,HATE_precision_score,HATE_recall_score,NoHATE_f1_score,NoHATE_precision_score,NoHATE_recall_score
diptanu/fBERT,GO,109483778,vanilla_ft,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,davidson,davidson,IN_TRAINING,8,8,1e-05,32,4293,4293,0.9166169451073986,0.9227911924447365,0.9108937937062938,0.9373881932021467,0.875,0.8941605839416058,0.8566433566433567,0.9582338902147971,0.9514218009478673,0.9651442307692307
diptanu/fBERT,GO,109483778,vanilla_ft,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,founta_hateful_57k,davidson,ZERO_SHOT,8,8,1e-05,32,4293,4293,0.7727058940225897,0.784508499226173,0.7620507189681947,0.9417661930084561,0.5766793409378961,0.603448275862069,0.5521844660194175,0.9687324471072832,0.9655687225902772,0.9719169719169719
diptanu/fBERT,GO,109483778,vanilla_ft,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,ibereval,davidson,ZERO_SHOT,8,8,1e-05,32,4293,4293,0.6131624212144972,0.6157972928359194,0.6119096427346473,0.6377410468319559,0.5156537753222836,0.5384615384615384,0.49469964664310956,0.7106710671067107,0.6931330472103004,0.7291196388261851
diptanu/fBERT,GO,109483778,vanilla_ft,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,hateval-immigrant,davidson,ZERO_SHOT,8,8,1e-05,32,4293,4293,0.4579081731442342,0.5949553693868901,0.5278374723607989,0.5950633755837225,0.18523489932885906,0.5948275862068966,0.10969793322734499,0.7305814469596094,0.5950831525668836,0.9459770114942528
diptanu/fBERT,GO,109483778,vanilla_ft,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,hateval-women,davidson,ZERO_SHOT,8,8,1e-05,32,4293,4293,0.3482042190655638,0.6829959256429845,0.5217383495264942,0.44904891304347827,0.6045831301803998,0.4341736694677871,0.9951845906902087,0.09182530795072788,0.9318181818181818,0.048292108362779744
diptanu/fBERT,GO,109483778,vanilla_ft,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,waseem-racism,davidson,ZERO_SHOT,8,8,1e-05,32,4293,4293,0.5958748449913891,0.6082652642209878,0.5881601718886971,0.815442561205273,0.2979942693409742,0.33876221498371334,0.2659846547314578,0.893755420641804,0.8777683134582623,0.9103356890459364
diptanu/fBERT,GO,109483778,vanilla_ft,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,evalita,davidson,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4293,4293,0.6111039835781641,0.622845254606697,0.6198067632850242,0.612,0.6297709923664122,0.5612244897959183,0.717391304347826,0.592436974789916,0.6844660194174758,0.5222222222222223
diptanu/fBERT,GO,109483778,vanilla_ft,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,waseem-sexism,davidson,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4293,4293,0.5207635501153555,0.5504574713837049,0.5267075023767784,0.7406260749914001,0.19616204690831557,0.31186440677966104,0.14307931570762053,0.8453650533223954,0.7890505359877489,0.9103356890459364
diptanu/fBERT,GO,109483778,vanilla_ft,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,1,davidson,founta_hateful_57k,TRAINING_PASSED,8,8,1e-05,32,44048,48341,0.9129795551250562,0.9261610901048727,0.9016608391608392,0.9355992844364938,0.8686131386861314,0.9083969465648855,0.8321678321678322,0.957345971563981,0.9439252336448598,0.9711538461538461
diptanu/fBERT,GO,109483778,vanilla_ft,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,1,founta_hateful_57k,founta_hateful_57k,IN_TRAINING,8,8,1e-05,32,44048,48341,0.7801596787165443,0.8180494034165798,0.7516671932747363,0.9474326562636213,0.5883959044368601,0.672386895475819,0.5230582524271845,0.9719234529962285,0.9637119113573407,0.980276134122288
